Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name	Num_ref_contigs	Num_query_contigs	ANI_5_percentile	ANI_95_percentile	Standard_deviation	Ref_90_ctg_len	Ref_50_ctg_len	Ref_10_ctg_len	Query_90_ctg_len	Query_50_ctg_len	Query_10_ctg_len	Avg_chain_len	Total_bases_covered
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405983_bin.10.fna	98.51	86.58	86.70	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405983_bin.10_k119_393	28	40	98.65	98.63	1.20	229540	44126	3519	164925	39046	12994	10265	2412475
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/CasaburiG_2019_SRR6277109_bin.5.fna	99.57	92.82	89.02	BrooksB_2017_SRR5405867_bin.4_k119_90	CasaburiG_2019_SRR6277109_bin.5_k141_36	28	103	99.63	99.65	0.84	229540	44126	3519	62805	19666	3888	11702	2586152
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/CasaburiG_2019_SRR6277143_bin.9.fna	99.57	90.64	91.71	BrooksB_2017_SRR5405867_bin.4_k119_90	CasaburiG_2019_SRR6277143_bin.9_k141_100	28	32	99.72	99.72	1.05	229540	44126	3519	159581	63088	6561	12950	2525392
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3131716_bin.3.fna	99.02	87.86	92.88	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3131716_bin.3_k141_28	28	254	99.07	99.06	0.45	229540	44126	3519	20541	7939	2479	8326	2447928
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5406000_bin.2.fna	98.43	88.50	81.39	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5406000_bin.2_k119_96	28	63	98.58	98.58	1.42	229540	44126	3519	111207	27080	9855	9862	2465749
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3131915_bin.1.fna	99.10	87.56	89.32	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3131915_bin.1_k141_118	28	71	99.15	99.14	0.45	229540	44126	3519	79680	32265	8021	11347	2439666
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3131758_bin.2.fna	98.97	69.55	91.50	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3131758_bin.2_k141_35	28	531	99.01	99.01	0.60	229540	44126	3519	7367	2966	1767	3663	1937815
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3131899_bin.4.fna	98.92	88.87	89.16	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3131899_bin.4_k141_61	28	37	99.04	99.03	0.93	229540	44126	3519	175612	50958	8988	11624	2476117
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3132049_bin.4.fna	98.95	66.41	90.39	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3132049_bin.4_k141_59	28	596	99.00	99.00	0.67	229540	44126	3519	6101	2871	1700	3168	1850487
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3132071_bin.4.fna	98.85	90.83	91.06	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3132071_bin.4_k141_128	28	41	99.03	99.00	1.42	229540	44126	3519	157936	37885	13366	11298	2530870
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3132213_bin.2.fna	99.89	63.66	96.59	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3132213_bin.2_k141_16	28	534	99.91	99.90	0.15	229540	44126	3519	5673	2855	1674	3372	1773787
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405958_bin.2.fna	98.52	84.93	87.33	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405958_bin.2_k119_86	28	37	98.64	98.62	1.00	229540	44126	3519	182518	44303	13025	10379	2366508
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405994_bin.6.fna	98.42	87.63	84.90	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405994_bin.6_k119_211	28	61	98.56	98.56	1.36	229540	44126	3519	108214	32004	6991	10173	2441686
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865480_bin.1.fna	99.04	89.59	91.76	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865480_bin.1_k141_87	28	47	99.13	99.13	0.67	229540	44126	3519	143639	35920	4841	11555	2496091
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3132031_bin.2.fna	99.04	85.53	88.88	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3132031_bin.2_k141_248	28	268	99.07	99.07	0.44	229540	44126	3519	22330	7361	2588	7996	2383061
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405893_bin.8.fna	98.95	68.90	91.67	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405893_bin.8_k119_50	28	484	99.00	99.00	0.61	229540	44126	3519	7814	3454	1758	3878	1919640
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3131967_bin.1.fna	98.92	91.84	89.05	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3131967_bin.1_k141_247	28	31	99.08	99.03	0.98	229540	44126	3519	238587	47328	15669	11272	2558949
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3131726_bin.2.fna	99.00	85.68	93.33	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3131726_bin.2_k141_22	28	129	99.07	99.06	0.79	229540	44126	3519	45402	15096	2888	9664	2387183
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865748_bin.3.fna	98.51	88.49	83.34	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865748_bin.3_k141_382	28	38	98.73	98.71	1.73	229540	44126	3519	190406	46276	2059	9745	2465599
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405980_bin.3.fna	98.51	86.68	86.95	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405980_bin.3_k119_382	28	39	98.63	98.63	1.05	229540	44126	3519	160153	53949	14798	10409	2415099
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3131995_bin.2.fna	99.03	89.65	93.68	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3131995_bin.2_k141_49	28	56	99.11	99.13	0.80	229540	44126	3519	105103	33859	9927	11618	2498016
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865699_bin.1.fna	98.79	90.51	84.47	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865699_bin.1_k141_219	28	63	98.88	98.89	0.91	229540	44126	3519	155963	27544	3743	10463	2521723
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405877_bin.1.fna	98.92	89.46	91.24	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405877_bin.1_k119_132	28	29	99.06	99.05	1.11	229540	44126	3519	201845	51490	12502	11757	2492553
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865652_bin.1.fna	98.92	86.45	88.19	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865652_bin.1_k141_91	28	27	99.02	99.03	0.94	229540	44126	3519	235420	69181	9456	11416	2408829
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3132039_bin.4.fna	98.94	88.06	89.63	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3132039_bin.4_k141_226	28	133	99.04	99.03	1.16	229540	44126	3519	41850	14727	3056	9933	2453466
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405920_bin.6.fna	99.08	87.02	92.29	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405920_bin.6_k119_36	28	102	99.14	99.13	0.44	229540	44126	3519	60099	18186	4168	11173	2424739
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405988_bin.2.fna	98.32	86.60	86.92	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405988_bin.2_k119_418	28	45	98.50	98.49	1.63	229540	44126	3519	127503	34021	12994	10096	2412957
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3132201_bin.2.fna	99.10	75.75	89.31	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3132201_bin.2_k141_5	28	781	99.13	99.13	0.61	229540	44126	3519	5862	2275	1155	2955	2110522
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865701_bin.5.fna	98.67	74.08	88.70	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865701_bin.5_k141_44	28	475	98.76	98.74	0.91	229540	44126	3519	8889	4015	1996	4247	2064136
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/CokerMO_2019_SRR8692199_bin.6.fna	98.80	87.82	91.87	BrooksB_2017_SRR5405867_bin.4_k119_90	CokerMO_2019_SRR8692199_bin.6_k141_294	28	21	98.90	98.90	0.93	229540	44126	3519	289732	64576	22977	11328	2446994
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865654_bin.2.fna	98.72	88.88	88.20	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865654_bin.2_k141_772	28	68	98.94	98.92	1.81	229540	44126	3519	78065	22538	3958	11155	2476555
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/CokerMO_2019_SRR8692240_bin.2.fna	98.98	90.88	89.90	BrooksB_2017_SRR5405867_bin.4_k119_90	CokerMO_2019_SRR8692240_bin.2_k141_520	28	52	99.07	99.06	0.72	229540	44126	3519	127814	27152	3747	11510	2532209
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405927_bin.4.fna	99.14	88.73	94.87	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405927_bin.4_k119_186	28	100	99.19	99.19	0.46	229540	44126	3519	54622	18892	3611	11498	2472275
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405978_bin.1.fna	98.51	87.45	85.23	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405978_bin.1_k119_278	28	44	98.64	98.64	1.04	229540	44126	3519	133757	41957	14798	10280	2436539
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/FerrettiP_2018_SRR5273987_bin.3.fna	99.64	92.30	87.27	BrooksB_2017_SRR5405867_bin.4_k119_90	FerrettiP_2018_SRR5273987_bin.3_k119_77	28	103	99.70	99.71	0.64	229540	44126	3519	71066	14757	3126	11962	2571831
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405974_bin.9.fna	98.44	87.08	86.03	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405974_bin.9_k119_547	28	45	98.57	98.58	1.05	229540	44126	3519	133769	39046	12994	10109	2426263
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405873_bin.4.fna	98.92	88.68	91.70	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405873_bin.4_k119_38	28	56	99.03	99.02	0.96	229540	44126	3519	125185	36620	7174	11180	2470809
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3131770_bin.3.fna	99.67	84.22	93.40	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3131770_bin.3_k141_16	28	352	99.72	99.72	0.43	229540	44126	3519	14632	5294	1752	6411	2346569
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3131913_bin.1.fna	99.97	96.73	97.64	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3131913_bin.1_k141_470	28	114	99.98	99.98	0.08	229540	44126	3519	57230	18687	3118	12195	2695271
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865670_bin.1.fna	98.74	89.38	91.21	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865670_bin.1_k141_347	28	43	98.83	98.84	0.76	229540	44126	3519	156977	39235	12174	11268	2490260
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3132067_bin.4.fna	98.98	85.74	90.95	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3132067_bin.4_k141_54	28	367	99.03	99.03	0.55	229540	44126	3519	14350	5487	2064	5942	2388887
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/CokerMO_2019_SRR8692233_bin.3.fna	98.98	89.00	88.81	BrooksB_2017_SRR5405867_bin.4_k119_90	CokerMO_2019_SRR8692233_bin.3_k141_513	28	35	99.08	99.08	0.88	229540	44126	3519	194305	65532	8101	11170	2479789
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865641_bin.3.fna	98.77	83.50	85.13	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865641_bin.3_k141_78	28	449	98.87	98.88	0.98	229540	44126	3519	12482	4776	1901	4836	2326450
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405887_bin.6.fna	98.89	63.49	80.98	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405887_bin.6_k119_14	28	969	98.93	98.93	0.73	229540	44126	3519	3720	1803	1109	2061	1769017
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405971_bin.10.fna	98.45	86.14	85.73	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405971_bin.10_k119_608	28	100	98.66	98.64	1.48	229540	44126	3519	65093	22487	8014	9600	2400142
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/FerrettiP_2018_SRR5273944_bin.5.fna	99.62	90.18	91.71	BrooksB_2017_SRR5405867_bin.4_k119_90	FerrettiP_2018_SRR5273944_bin.5_k119_125	28	131	99.72	99.71	0.85	229540	44126	3519	44165	15821	3696	10831	2512792
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405948_bin.5.fna	99.67	87.55	95.27	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405948_bin.5_k119_48	28	138	99.75	99.75	0.73	229540	44126	3519	42572	14554	3516	10469	2439407
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3132029_bin.6.fna	98.97	88.82	89.38	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3132029_bin.6_k141_189	28	74	99.11	99.10	1.00	229540	44126	3519	85232	25176	7656	10713	2474854
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/CasaburiG_2019_SRR6277160_bin.8.fna	98.92	89.94	90.90	BrooksB_2017_SRR5405867_bin.4_k119_90	CasaburiG_2019_SRR6277160_bin.8_k141_181	28	41	99.02	99.01	0.86	229540	44126	3519	137976	40226	5566	11137	2505981
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3132075_bin.3.fna	98.84	88.96	88.21	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3132075_bin.3_k141_242	28	65	98.92	98.90	0.56	229540	44126	3519	93572	25716	7554	10870	2478548
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405965_bin.5.fna	98.83	78.47	82.54	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405965_bin.5_k119_59	28	563	98.95	98.94	1.04	229540	44126	3519	9377	3393	1763	3982	2186332
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865747_bin.2.fna	98.46	86.88	88.27	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865747_bin.2_k141_590	28	25	98.64	98.64	1.42	229540	44126	3519	190406	97760	30407	9880	2420706
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865765_bin.3.fna	99.99	97.74	98.36	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865765_bin.3_k141_491	28	25	100.00	99.99	0.05	229540	44126	3519	233301	62211	4287	15129	2723374
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405918_bin.5.fna	99.04	89.17	89.65	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405918_bin.5_k119_308	28	41	99.12	99.13	0.74	229540	44126	3519	178898	39875	12673	11345	2484573
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3131744_bin.2.fna	99.07	65.90	86.67	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3131744_bin.2_k141_21	28	903	99.10	99.11	0.69	229540	44126	3519	4119	1889	1117	2250	1836194
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/CasaburiG_2019_SRR6277162_bin.1.fna	98.76	83.77	91.91	BrooksB_2017_SRR5405867_bin.4_k119_90	CasaburiG_2019_SRR6277162_bin.1_k141_52	28	114	98.82	98.82	0.85	229540	44126	3519	57919	14868	3509	9932	2334104
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405925_bin.1.fna	99.08	90.63	87.81	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405925_bin.1_k119_41	28	106	99.13	99.13	0.55	229540	44126	3519	67595	15860	4038	10223	2525180
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3131818_bin.5.fna	99.97	95.02	97.79	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3131818_bin.5_k141_208	28	65	99.99	99.99	0.15	229540	44126	3519	91401	29892	4937	13507	2647442
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405894_bin.2.fna	98.92	90.58	91.41	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405894_bin.2_k119_326	28	37	99.04	99.03	1.00	229540	44126	3519	164225	53011	10022	11471	2523752
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3132111_bin.1.fna	98.92	91.45	88.97	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3132111_bin.1_k141_294	28	50	99.07	99.04	1.09	229540	44126	3519	152280	34564	6472	10485	2548014
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/ChuDM_2017_SRR8942431_bin.4.fna	99.08	89.85	92.84	BrooksB_2017_SRR5405867_bin.4_k119_90	ChuDM_2017_SRR8942431_bin.4_k119_239	28	97	99.13	99.12	0.53	229540	44126	3519	56921	22889	2543	10791	2503522
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405987_bin.7.fna	98.33	86.58	86.90	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405987_bin.7_k119_386	28	42	98.54	98.52	1.68	229540	44126	3519	127502	44303	14798	10093	2412413
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405868_bin.2.fna	99.99	98.78	100.00	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405868_bin.2_k119_179	28	25	99.99	99.99	0.01	229540	44126	3519	192109	44126	3074	16095	2752289
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405942_bin.9.fna	99.62	92.37	91.39	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405942_bin.9_k119_526	28	49	99.73	99.72	1.00	229540	44126	3519	117481	24881	3074	12554	2573629
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3132139_bin.4.fna	99.92	85.64	96.38	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3132139_bin.4_k141_32	28	453	99.93	99.93	0.06	229540	44126	3519	10125	4224	1952	5098	2386125
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405878_bin.1.fna	98.92	88.46	91.62	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405878_bin.1_k119_1889	28	28	99.04	99.04	1.08	229540	44126	3519	203009	51490	12502	12023	2464812
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865760_bin.2.fna	99.96	95.81	97.63	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865760_bin.2_k141_83	28	93	99.99	99.99	0.30	229540	44126	3519	65862	19379	4879	13550	2669410
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405984_bin.6.fna	98.49	86.57	86.33	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405984_bin.6_k119_593	28	53	98.63	98.61	0.93	229540	44126	3519	115963	38606	11952	10134	2412117
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865839_bin.2.fna	98.93	90.55	85.60	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865839_bin.2_k141_183	28	243	99.01	99.00	0.68	229540	44126	3519	23763	9151	2689	7810	2522935
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405938_bin.1.fna	99.55	88.31	91.23	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405938_bin.1_k119_24	28	338	99.68	99.68	1.10	229540	44126	3519	16587	5359	2273	6778	2460440
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3131732_bin.3.fna	99.08	55.04	86.04	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3131732_bin.3_k141_2	28	825	99.12	99.12	0.68	229540	44126	3519	3646	1732	1099	2036	1533440
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865631_bin.1.fna	98.89	62.99	85.08	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865631_bin.1_k141_128	28	657	98.93	98.94	0.71	229540	44126	3519	5309	2570	1640	2867	1755018
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405872_bin.6.fna	98.93	64.61	88.16	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405872_bin.6_k119_33	28	932	98.97	98.98	0.72	229540	44126	3519	3866	1821	1120	2031	1800169
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3132163_bin.4.fna	99.03	54.31	86.52	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3132163_bin.4_k141_18	28	846	99.07	99.07	0.68	229540	44126	3519	3442	1675	1105	1937	1513137
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865831_bin.4.fna	99.11	76.84	90.12	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865831_bin.4_k141_8	28	829	99.14	99.15	0.62	229540	44126	3519	5183	2166	1197	2611	2141087
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865724_bin.2.fna	99.92	87.28	93.86	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865724_bin.2_k141_8	28	664	99.93	99.93	0.18	229540	44126	3519	7425	2817	1177	3656	2431745
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405989_bin.1.fna	98.90	86.36	88.36	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405989_bin.1_k119_107	28	217	98.97	98.96	0.59	229540	44126	3519	29921	7629	2252	8563	2406317
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3132143_bin.3.fna	99.08	88.93	90.12	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3132143_bin.3_k141_236	28	118	99.14	99.13	0.47	229540	44126	3519	46838	19760	4026	10155	2477948
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3131896_bin.2.fna	99.11	90.58	91.70	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3131896_bin.2_k141_363	28	31	99.19	99.20	0.63	229540	44126	3519	261548	44615	20164	12311	2523912
